meeting_id,caption,speaker,caption_group_id
6,Mm-hmm .,Marketing,227
6,"and it's not daunting to maybe the older generations , um {disfmarker}",Project Manager,228
6,"Mm-hmm , mm .",Marketing,229
6,Mm .,Industrial Designer,230
6,"But also er ergonomics as we're saying with the different designs , ergonomics uh there's sort of physically different things 'cause um {vocalsound} if you've ever seen the X_ Box they had to make two different sized controllers because people in Japan wouldn't buy it because the controller was physically to big",Industrial Designer,230
6,Were too big .,Project Manager,231
6,because um {vocalsound} they're c uh just generally Japanese people have smaller hands,Industrial Designer,232
6,Mm .,Project Manager,233
6,so they couldn't get round the controller which is uh {disfmarker} so if you {disfmarker} I don't know what {disfmarker} 'cause you {disfmarker} obviously you can have bigger buttons for some countries or something and smaller ones for others .,Industrial Designer,234
6,"Yeah , uh maybe to {disfmarker} as uh {disfmarker} it it was indicated that uh uh risk uh of uh repeated use , the injuries , maybe a touch screen could be a better option for that .",User Interface,235
6,Yeah .,Industrial Designer,236
6,Yeah .,Industrial Designer,236
6,"So , a bigger b okay so y you're dividing designs based on not only segment age groups , you're desi uh dividing it according to the countries also , the market .",User Interface,237
6,Mm-hmm .,Marketing,238
6,Maybe for U_S_ and all you can have a slightly bigger remote control,User Interface,239
6,Yeah .,Industrial Designer,240
6,"and maybe in Japan and all you need to have a small , yeah .",User Interface,241
6,I think we have to design one product,Project Manager,242
6,Hmm .,Industrial Designer,243
6,Huh .,Industrial Designer,243
6,and then the company can take it wherever they want to uh,Project Manager,244
6,Yeah .,Industrial Designer,245
6,"in the sense that they can make it smaller , or they can make it bigger or they can change the features slightly , um .",Project Manager,246
6,Yeah .,Industrial Designer,247
6,Mm-hmm .,Marketing,248
6,Mm-hmm .,User Interface,249
6,"Th the internal d engineering design has got to remain the same , yes , absolutely .",Marketing,250
6,"It's gonna be the same , so we need to focus on just one thing , not get bogged down in lots of different um possibilities , um .",Project Manager,251
6,Yeah .,Industrial Designer,252
6,Mm-hmm .,Marketing,253
6,Mm-hmm .,Marketing,253
6,"I'm concerned , when you read the the R_S_I_ issue again , repetitive strain injury , I don't think just moving your finger around on a small screen is going to deal with that enough , I think that is still a kind of a question mark issue how we deal with that .",Marketing,253
6,"Um , R_S_I_ tends to be caused by repetitive small movements .",Marketing,253
6,Yeah .,Industrial Designer,254
6,"I'm j I really can't get my head round this one ,",Marketing,255
6,Yeah .,Industrial Designer,256
6,this may have to be postponed to a future meeting but it's something we should think about .,Marketing,257
6,I {disfmarker} yeah I was just thinking about how you could combat that 'cause {disfmarker} without without doing something where you have to move your arm around to change the channel,Industrial Designer,258
6,Mm .,Marketing,259
6,"I know , and it becomes ridiculous , yes I know .",Marketing,259
6,and it becomes {disfmarker},Industrial Designer,260
6,"Or a speech recognition ,",Project Manager,261
6,yeah .,Industrial Designer,262
6,"Yeah , speech recognition ,",Industrial Designer,262
6,Yeah .,Marketing,263
6,"which is extremely expensive ,",Project Manager,264
6,but {disfmarker},Industrial Designer,265
6,I think that's the only way that you kind of avoid that kind of issue .,Project Manager,266
6,yeah .,Industrial Designer,267
6,Yes .,Marketing,268
6,Mm-hmm .,Marketing,268
6,"Do we have to initially um , you know looking at the findings here , focus on a younger age group initially and then broaden out the market later .",Marketing,268
6,Do we really have to go for everyone right away ?,Marketing,268
6,Um .,Marketing,268
6,We could focus on the biggest market .,User Interface,269
6,Mm .,Industrial Designer,270
6,Mm .,Marketing,271
6,If say people between age group of twenty to thirty five are the biggest market ?,User Interface,272
6,Ge uh {disfmarker},Industrial Designer,273
6,"And when we've been throwing up our ideas we're automatically talking about business people , young people , trendy people .",Marketing,274
6,We are {disfmarker} we're talking about um the type of company that we're working for as well .,Project Manager,275
6,"That they want um it to be fashionable ,",Project Manager,275
6,{vocalsound},Marketing,276
6,they want it to be trendy and you wouldn't automatically assume {disfmarker} associate that with the older generations .,Project Manager,277
6,Mm .,Marketing,278
6,"Now with the baby boomers , the older generations are actually larger , they have a greater population than us young people ,",Project Manager,279
6,Yeah .,Industrial Designer,280
6,Mm-hmm .,User Interface,281
6,Mm-hmm {vocalsound} .,Marketing,282
6,"but I don't think we're focusing on that , I think we are focusing on a sort of mid-range um , business kind of class type people .",Project Manager,283
6,Mm .,Marketing,284
6,Mm .,Marketing,284
6,"I'm just thinking of budgetary issues too , for when it does get to the sort of broad scale marketing stage , we want to , you know , not waste money , not be profligate",Marketing,284
6,Mm-hmm .,Project Manager,285
6,"and uh you know focus on where the idea will be taken up , first {disfmarker} it's most likely to be taken up first of all where the main purchasing power is coming from for a product like this .",Marketing,286
6,"Okay , so the remote control functions .",Project Manager,287
6,"Um we've got the T_V_ ,",Project Manager,287
6,Mm-hmm .,User Interface,288
6,"we've got the video , now there's um I can't remember what it's called , the little code at the end of programme details ,",Project Manager,289
6,Video plus .,Industrial Designer,290
6,yes .,Project Manager,291
6,"We could use that as an alternative to programming in times , things like that , is that {disfmarker}",Project Manager,291
6,Yeah yeah .,Industrial Designer,292
6,"I always found that really easy when I discovered it , um",Project Manager,293
6,Mm .,Marketing,294
6,Mm-hmm .,User Interface,295
6,"because you've got your general record anyway so if you {disfmarker} there's a programme on you want to put record on , that's fine , but if you do want to tape something in two days time and you're not sure if you're going to , you put the number in",Project Manager,296
6,Just whack in the number .,Industrial Designer,297
6,"and it's just a number , it's not a date , it's not a time , it's not a channel , it's not when it finishes , it's not anything like that ,",Project Manager,298
6,And you w {vocalsound},Industrial Designer,299
6,it's just a number .,Project Manager,300
6,yeah .,Industrial Designer,301
6,"And you wouldn't you wouldn't need uh a whole host of extra buttons for that ,",Industrial Designer,301
6,No .,Project Manager,302
6,"you just need one 'cause you've already got all the numbers there anyway ,",Industrial Designer,303
6,You've already got the numbers for typing in anyway .,Project Manager,304
6,yeah .,Industrial Designer,305
6,"Right , I've not come across that function but it sounds wonderful {vocalsound} .",Marketing,306
6,It is,Project Manager,307
6,{vocalsound},Industrial Designer,308
6,"after um {disfmarker} if you look in the newspaper , T_V_ guide or any T_V_ guide there's a five , six digit number afterwards",Project Manager,309
6,It's not {disfmarker} Yeah .,Industrial Designer,310
6,and that's the number you put in and it's recorded that it's going to be on on Tuesdays at ten o'clock on the seventeenth,Project Manager,311
6,"Ah , hmm .",Marketing,312
6,"so you don't have to worry about dates and you don't have to worry about times ,",Project Manager,313
6,Right .,Marketing,314
6,um and it has been around for quite a long time .,Project Manager,315
6,It's been been around for a long time it's just it's not very well advertised as to how to use it and things .,Industrial Designer,316
6,No it's not um but I think if awareness was kind of brought to the forefront about that {disfmarker},Project Manager,317
6,Superb .,Marketing,318
6,Mm .,Marketing,318
6,Mm .,Industrial Designer,319
6,Yes .,Marketing,320
6,Though if y if you've got something like Sky anyway you can just click on it {disfmarker} you can just press the button on the programme once and it'll record that programme when it's on,Industrial Designer,321
6,Mm .,Project Manager,322
6,Right .,Marketing,323
6,and you press it on it twice and it'll record the whole series .,Industrial Designer,324
6,"Excellent , mm-hmm .",Marketing,325
6,So that {disfmarker} yeah .,Industrial Designer,326
6,Mm .,Marketing,327
6,But just to have that function would be would be really good .,Industrial Designer,328
6,Right .,Marketing,329
6,Okay so {disfmarker},Project Manager,330
6,"Can I just run this past you while it occurs to me , I don't mean to quickly jump from one subject to another , but just discussing the different age groups and targeting the different age groups it occurs to me , {gap} to produce our own mobile phones , that that's kind of what led us on to comparing T_V_ remote controls with with their design features , um , chain companies like Carphone Warehouse , you can pop in anytime with a phone that you bought for them w if you've got any problems with it and they'll fix it ,",Marketing,331
6,Yeah .,Industrial Designer,332
6,"they'll phone the company , you can use their telephones .",Marketing,333
6,Mm-hmm .,Project Manager,334
6,"Is it worthwhile with with our retail outlets having a a similar um kind of service so that if older users were deterred from buying this , if they know they can just pop into one of our high street outlets , th you know , which button is it I press for this ?",Marketing,335
6,"Th as free as a free aspect of our service , would that not make it more attractive to them ?",Marketing,335
6,Mm .,Industrial Designer,336
6,{vocalsound},Project Manager,337
6,But the only problem is that with a mobile phone you signed for a contract so they um {disfmarker} the companies who uh who you deal with have actually {disfmarker} they've they've got an obligation to to help you out,Industrial Designer,338
6,Mm .,Marketing,339
6,Mm-hmm .,Marketing,339
6,and also {disfmarker} I mean it's it's fair enough to have some sort of help service but I I'm not sure how much the cost would be of having {disfmarker},Industrial Designer,340
6,Right .,Marketing,341
6,"The functionality of it in the sense that you're sitting there , you're pressing this button and your T_V_'s not doing it .",Project Manager,342
6,"Taking your T_V_ and your control and saying look this is what I'm doing , it's not working , what should I do ?",Project Manager,342
6,Alright .,Marketing,343
6,{vocalsound} Yes,Marketing,343
6,{vocalsound},User Interface,344
6,"{vocalsound} If it was something as simple as you couldn't change the channel ,",Marketing,345
6,{gap},Industrial Designer,346
6,"but I mean for {disfmarker} if there were any more {disfmarker} or are we absolutely definite it's only gonna be for T_V_ and video ,",Marketing,347
6,I think so .,Project Manager,348
6,"Yeah , I mean {disfmarker}",Industrial Designer,349
6,"we're not gonna put any {disfmarker} {vocalsound} okay , just a thought .",Marketing,350
6,Um {disfmarker},Project Manager,351
6,I mean instru instruction books I feel c I reckon can cover that .,Industrial Designer,352
6,Instruction manuals .,Project Manager,353
6,"But I mean they're {disfmarker} there's customer service ,",Project Manager,353
6,Okay .,Marketing,354
6,there will be a customer service number thing that you can phone up and speak to,Project Manager,355
6,Yeah .,Industrial Designer,356
6,"Department , yeah .",Industrial Designer,356
6,Mm-hmm .,Marketing,357
6,Sure .,Marketing,357
6,"and that way there's no call out charge , there's no extra , t the person has to walk to a shop on the high street , um .",Project Manager,358
6,Mm .,Marketing,359
6,Right .,User Interface,360
6,Yeah .,Marketing,361
6,"I think it will be too much of an effort for a person to {disfmarker} for a phone maybe he might walk down the street ,",User Interface,362
6,Yeah .,Industrial Designer,363
6,but for a remote he will just refer to the manual and all that .,User Interface,364
6,And they're {disfmarker},Industrial Designer,365
6,Not for such simple functions,Marketing,366
6,"yeah , they should be f yeah .",Industrial Designer,367
6,"because we're focusing on that ,",Marketing,368
6,Mm .,Project Manager,369
6,But we should focus on making the manual as user-friendly as possible,Project Manager,369
6,yes okay .,Marketing,370
6,Simple .,User Interface,371
6,because a lot of them are just tiny little writing and lots and lots of pages .,Project Manager,372
6,Yeah .,Industrial Designer,373
6,Mm .,Marketing,374
6,Yeah .,Industrial Designer,375
6,"Puts people off reading them so they just do the obvious , yes .",Marketing,376
6,"It does ,",Project Manager,377
6,It's the uh {disfmarker},Industrial Designer,378
6,you just put it in the drawer until something goes wrong,Project Manager,379
6,yeah .,Industrial Designer,380
6,"and then you try and search through it , so that should be something we think about .",Project Manager,381
6,"Sure , okay .",Marketing,382
6,Mm-hmm .,User Interface,383
6,"Um , what other functions ?",Project Manager,384
6,"We need {disfmarker} I'm not sure if we need a design um decision now , but we should think about {disfmarker} c 'cause you've got the dilemma between {disfmarker} oh batteries , that's what I was thinking about .",Project Manager,384
6,"Mobile phone batteries , what kinda battery is that ?",Project Manager,384
6,"Um they're they're specially made for the for the mobile phones , but they come with a charger , I mean you could you could bundle a charger in with it but {disfmarker}",Industrial Designer,385
6,"Well they la they they last quite a long time ,",Project Manager,386
6,Mm-hmm .,Industrial Designer,387
6,"and if you had uh {disfmarker} when you {disfmarker} th the thing that you get with mobile house phones , you sit it in its charger when you're not using it or t at night or something ,",Project Manager,388
6,Yeah .,Industrial Designer,389
6,Mm-hmm .,User Interface,390
6,Yeah .,Industrial Designer,391
6,but it doesn't really matter 'cause it never really runs out 'cause it lasts a long time once it is charged .,Project Manager,392
6,Yeah .,Industrial Designer,393
6,"Um , something like that should reduce the size of it .",Project Manager,394
6,Yeah and if {disfmarker} yeah if you if you had if you had one of those {disfmarker} uh just coming back to your other point about pressing the button and setting off the bleeper in the room that could uh {disfmarker},Industrial Designer,395
6,"Yeah it could be on that {disfmarker} yeah , okay .",Project Manager,396
6,Yeah on that as well so .,Industrial Designer,397
6,So are we talking of a concept of a rechargeable something on the remote ?,User Interface,398
6,S,Project Manager,399
6,Yeah,Industrial Designer,400
6,Yes .,Project Manager,401
6,some sort of docking station or {disfmarker},Industrial Designer,402
6,Mm-hmm .,User Interface,403
6,Rechargeable with a docking station .,Project Manager,404
6,yeah .,Industrial Designer,405
6,So the rechargeable which would be your field .,Project Manager,406
6,"Yeah yeah th yeah that that'd be fine ,",Industrial Designer,407
6,Okay .,Project Manager,408
6,and also that would mean they wouldn't have to go out buying batteries all the time .,Industrial Designer,409
6,Right .,User Interface,410
6,"Yes ,",Project Manager,411
6,Mm-hmm .,Marketing,412
6,which it is cheaper in the long run as well .,Project Manager,413
6,Yeah .,Industrial Designer,414
6,"Um , th the shape you got trendy .",Project Manager,415
6,"I don't wanna big box with lots of things , you don't want a tiny sort of little thing either ,",Project Manager,415
6,Mm-hmm .,Marketing,416
6,Mm-hmm .,User Interface,417
6,"because then you have got the repetitive strain injury no matter how many {disfmarker} {vocalsound} how much you try and make it simple ,",Project Manager,418
6,Mm .,Marketing,419
6,um {disfmarker},Project Manager,420
6,"And we don't w I mean so many remote controls look absolutely identical ,",Marketing,421
6,They do .,Project Manager,422
6,Yeah .,Industrial Designer,423
6,"these long , brown things with the same coloured buttons all crammed in on the s the surface .",Marketing,424
6,"We definitely {disfmarker} an ob an obvious thing , a very simple thing is to get away from these brown rectangles , we don't want that .",Marketing,424
6,Okay so we've got a flip-screen .,Project Manager,425
6,Okay .,User Interface,426
6,Um {disfmarker},Project Manager,427
6,What I was thinking of a design which Nokia h uh came up with almost six or seven years back .,User Interface,428
6,"Basically we have a flat one it it looks like a box , like a chocolate .",User Interface,428
6,Yeah .,Industrial Designer,429
6,"That's very strenuous because your thumb is slightly up , so they came up with something like this , curled up , so here ,",User Interface,430
6,Mm-hmm .,Marketing,431
6,"and you don't have to {disfmarker} you don't bend your thumb too much , so it's like uh you can say a banana shape kind of thing , curled up like a boat .",User Interface,432
6,"Slightly curved , curved .",Marketing,433
6,Yeah .,Industrial Designer,434
6,Okay .,Project Manager,435
6,G uh so what happens is you don't have to press your thumb too down like .,User Interface,436
6,So it's already curled up so your thumb doesn't,User Interface,436
6,Mm .,Marketing,437
6,'Cause it's kind of moulded to your hand anyway .,Project Manager,438
6,y yeah so we can have a s like you know moulded according to your {disfmarker},User Interface,439
6,Mm .,Marketing,440
6,"the way you h hold of {disfmarker} it's kind of semi-circular in the bottom , something like that .",User Interface,441
6,Yeah .,Industrial Designer,442
6,Okay .,Project Manager,443
6,I wouldn't say exactly semi-circular but yeah smooth .,User Interface,444
6,Can you look into the company logo ?,Project Manager,445
6,"Um , things that are associated with the company in view to trying to incorporate that into the design of the product .",Project Manager,445
6,Current .,User Interface,446
6,"I mean for example , if it was a C_ or something like that , you could have it in a vague C_ shape that opens up kind of like a shell , or something ,",Project Manager,447
6,Mm-hmm .,User Interface,448
6,Mm-hmm .,User Interface,448
6,"um something along those lines to be able to incorporate it quite um obviously into the design ,",Project Manager,449
6,{gap},Marketing,450
6,while also making it quite different from anything else that's there .,Project Manager,451
6,We could look in at that but {disfmarker} Mm .,User Interface,452
6,"What we were talking is to make it more rather than like sea-shells ,",User Interface,452
6,I mean look at the mobile .,Marketing,453
6,"logo could become as {disfmarker} you could put a logo in the corner of uh the model , rather than you know , trying to make it like a sea shell or whatever you were ta telling like .",User Interface,454
6,Well we need to think about how it's gonna look different .,Project Manager,455
6,"I think that's {disfmarker} {vocalsound} that sounds a really attractive idea ,",Marketing,456
6,A sea shell ?,User Interface,457
6,"I've not come across anything like that before , if it kind of {disfmarker} yeah and that opens out into your flip-top .",Marketing,458
6,Yeah .,Industrial Designer,459
6,"Then it's nice t to h you can make it lightweight plastic , nice to hold in the palm of the hand and just because you're having to actually insert in between the two covers , that's gonna take care of some of the repetitive strain injury trying p prevent a lot of that I would think .",Marketing,460
6,I think it's a really nice idea,Marketing,460
6,Yeah we could look in at that .,User Interface,461
6,"and plus you can get {disfmarker} {vocalsound} you know even though we're using plastic , you can still {disfmarker} I mean think of the designs you can get in plastic , we can do a nice conch shell or scallop shell exterior .",Marketing,462
6,"Or you could do um different , like you get with mobile phones , different fascias .",Project Manager,463
6,You could have different kind of casings .,Project Manager,463
6,Mm .,Industrial Designer,464
6,Mm-hmm .,Marketing,465
6,So you could have like psychedelic ones for younger people and sleek ones and {disfmarker},Project Manager,466
6,Yeah .,Marketing,467
6,Mm-hmm .,Marketing,467
6,"Less chance of it being lost too , it's not like a chocolate brown lozenge that's gonna go down the sofa",Marketing,467
6,Yeah .,Project Manager,468
6,and people might want to put it on their mantelpiece or whatever as a ki if it looks attractive enough as a kind of ornament they don't {disfmarker} not gonna lose it so much {vocalsound} either .,Marketing,469
6,It's easier to {disfmarker} bit nice to handle .,Marketing,469
6,Mm .,Project Manager,470
6,"Yeah maybe we could come at some say five , six des designs and then choose which are {disfmarker} whichever appeals the most like ,",User Interface,471
6,Okay .,Project Manager,472
6,Yeah .,Industrial Designer,473
6,Mm-hmm .,Marketing,474
6,that could be the most common design .,User Interface,475
6,Okay .,Project Manager,476
6,Okay .,Marketing,477
6,"But we can like think of five , six designs .",User Interface,478
6,Okay .,Project Manager,479
6,"Right , I think we have to round it up , um {disfmarker}",Project Manager,479
6,Can I just quickly um go over the new project requirements so that I haven't missed anything .,Marketing,480
6,Sure .,Project Manager,481
6,"So it's no teletext , it's only for T_V_ and by implication video ,",Marketing,482
6,Mm-hmm .,User Interface,483
6,"our corporate image should be incorporated in the remote control , um something about Videoplus .",Marketing,484
6,"That was um in cutting down the number {disfmarker} that was kinda separate that was cutting down the number of functions , making it simpler so instead of having lots of things you put in for date {disfmarker}",Project Manager,485
6,Right .,Marketing,486
6,Right .,Marketing,486
6,"Right , so when they press for programming you {disfmarker} it comes up on the L_C_D_ , a reminder about using Videoplus ?",Marketing,486
6,"So that they have a look at the guide and {disfmarker} Or was {disfmarker} is this nothing to do with the project requirements , is this just {disfmarker} that was an add-on feature ?",Marketing,486
6,"{vocalsound} It's {disfmarker} kinda takes the place of having a button to press for the date and having the button to press for the channel , things like that .",Project Manager,487
6,Uh-huh .,Marketing,488
6,Right .,Marketing,488
6,"Right , so it's kind of doing away with the programming feature ?",Marketing,488
6,"Um it could be it c It {disfmarker} yes ,",Project Manager,489
6,Yeah .,Industrial Designer,490
6,"it could be uh adv advertisement feature , um rather than design feature ,",Project Manager,491
6,Right .,Marketing,492
6,"you know , drawing attention to that .",Project Manager,493
6,"And it also paid um lip service in the instruction manual , 'cause it's very simple so putting it down in words should be helpful .",Project Manager,493
6,"Mm , and the rechargeable batteries .",Marketing,494
6,Yeah .,Project Manager,495
6,Was there anything else there that we {disfmarker} in the new new project requirements ?,Marketing,496
6,{vocalsound} Um {disfmarker},Project Manager,497
6,Yeah .,User Interface,498
6,{gap},User Interface,498
6,"We've got the buttons but I think we'll work through that with the design of it , um .",Project Manager,499
6,Yeah .,User Interface,500
6,Mm-hmm .,Marketing,501
6,"That's not at the moment a requirement , it's something we're looking at ,",Marketing,501
6,Yes .,Project Manager,502
6,Yes .,Project Manager,502
6,what preference {disfmarker} so it may come round to market research at some point to see what people would like .,Marketing,503
6,"And we've talked about um there being an alarm or something , a beeping for being lost , um .",Project Manager,504
6,"For detection , right .",User Interface,505
6,Yeah .,Industrial Designer,506
6,Learning how to use it should be as simple as possible .,Project Manager,507
6,"But there aren't gonna be that func that many functions incorporated into it so it should be fine and the {disfmarker} I {disfmarker} the instruction manual , I don't know if we deal with that , um .",Project Manager,507
6,I think {disfmarker},Project Manager,507
6,"Yep ,",User Interface,508
6,"Yep ,",Project Manager,509
6,I think {disfmarker},User Interface,510
6,and different from what's out there .,Project Manager,511
6,"Yep , I think that's us .",Project Manager,511
6,Okay .,Marketing,512
6,True .,User Interface,513
6,What would you specifically like marketing to look at before the next meeting ?,Marketing,514
6,Okay .,Industrial Designer,515
6,Or shall I just sort of generally look at all the issues involved ?,Marketing,516
6,"I think you might get guidance , but um I th Instruction manuals , 'cause there tends to be a demonised thing ,",Project Manager,517
6,Okay .,Marketing,518
6,"u um , they're {disfmarker} everyone's got like a big pile of them , but no one really uses them .",Project Manager,519
6,Okay .,Marketing,520
6,Um .,Project Manager,521
6,Oops .,User Interface,522
6,"Whoops , questionnaire four .",Marketing,523
6,We should f,User Interface,524
6,"Yes , right .",Project Manager,525
6,Okay .,Project Manager,525
6,I think it's time for us to get back to {disfmarker},User Interface,526
6,'Cause we're at lunchtime now I think .,Marketing,527
6,"Right , okay .",Project Manager,528
6,"I think you can email me , if there's any more questions .",Project Manager,528
6,Um and I'll be able to not answer them .,Project Manager,528
7,"Hi everyone , hope you had a nice lunch .",Project Manager,1
7,Um {vocalsound} .,Project Manager,1
7,{vocalsound},User Interface,2
7,Alright we're moving on to conceptual design .,Project Manager,3
7,{vocalsound} 'Scuse me .,User Interface,4
7,{vocalsound} {vocalsound},User Interface,4
7,{vocalsound},Project Manager,5
7,Bless you .,Marketing,6
7,"Um , I'll just review what we did in our last meeting .",Project Manager,7
7,"Um , {vocalsound} under marketing we targeted our audience , and {disfmarker} Um , yeah .",Project Manager,7
7,That was {vocalsound} generally {vocalsound} {disfmarker} how helpful that was .,Project Manager,7
7,{vocalsound},Marketing,8
7,{vocalsound},Industrial Designer,9
7,"Um , then we considered some design options with how it should look , um , we discussed an iPod-like button system which , uh , we haven't concluded but we're {disfmarker} Right , um {disfmarker} So , if you all have presentations to do , we can see what {disfmarker} where you've come from our last time .",Project Manager,10
7,Does everyone have presentations ?,Project Manager,10
7,Hmm .,Industrial Designer,11
7,Yeah .,Marketing,12
7,Okay .,Project Manager,13
7,Yes .,Industrial Designer,14
7,Yes .,User Interface,15
7,Would anybody like to go first ?,Project Manager,16
7,Sure .,Industrial Designer,17
7,Okay .,Project Manager,18
7,So I've been looking at the components design .,Industrial Designer,19
7,Um .,Industrial Designer,19
7,Mostly by consulting remote control diagrams from the internet and also by incorporating design ideas from the last project meeting .,Industrial Designer,19
7,"Um , so we need some custom design parts , and other parts we'll just use standard .",Industrial Designer,19
7,"Um , I assume we'll be custom designing our case , probably a hard plastic or some other material case , to protect the remote and the locator .",Industrial Designer,19
7,"And we'll need to custom desi design a circuit board , because the circuit board has to take the button input and send it to the output so you have to design that each time .",Industrial Designer,19
7,But once we come up with a design we'll send it to the circuit people and they'll just print it out .,Industrial Designer,19
7,"Um , standard parts include the buttons and the wheels , um the iPod-style wheel .",Industrial Designer,19
7,The infrared L_E_D_ is actually gonna be included in the circuit board that comes with it .,Industrial Designer,19
7,"Um , we need a radio sender and receiver , those are standard .",Industrial Designer,19
7,And al we also need a beeper or buzzer or other sort of noise thing for locating the remote .,Industrial Designer,19
7,So we have some material options .,Industrial Designer,19
7,"Um , we can use rubber , plastic , wood or titanium .",Industrial Designer,19
7,"Um , I'd recommend against titanium because it can only be used in the flat cases and it's really heavy .",Industrial Designer,19
7,"Um , and the rubber case requires rubber buttons , so if we definitely want plastic buttons , we shouldn't have a rubber case .",Industrial Designer,19
7,And why not wood ?,Project Manager,20
7,"And ,",Industrial Designer,21
7,And why not wood ?,Project Manager,22
7,{vocalsound} {gap} {vocalsound},Project Manager,22
7,hmm ?,Industrial Designer,23
7,"{vocalsound} Uh , well we can use wood .",Industrial Designer,23
7,{vocalsound} I don't know why we'd want to .,Industrial Designer,23
7,"Um and also we should note that if we want an iPod-style wheel button , it's gonna require a m qu slightly more expensive chip .",Industrial Designer,23
7,"We can't use the minimal chip , we need the next higher grade , which is called regular .",Industrial Designer,23
7,"I don't think it's much more expensive , but it is more expensive .",Industrial Designer,23
7,So that's what I've got on design .,Industrial Designer,23
7,'S good .,Project Manager,24
7,"Um , can I do next ?",Marketing,25
7,'Cause I have to say something about the material,Marketing,25
7,Hmm .,Project Manager,26
7,{vocalsound},Industrial Designer,27
7,Yeah .,User Interface,28
7,which is quite shocking .,Marketing,29
7,{vocalsound},Industrial Designer,30
7,Ha .,Marketing,31
7,Mm .,Marketing,31
7,"Right , um , I have been searching the current trends , um , both on the web and via fashion-watchers , and the findings are that the first thing to aim for is a fashion uh , fancy look and feel .",Marketing,31
7,Um .,Marketing,31
7,Next comes technologic technology and the innovations to do with that .,Marketing,31
7,And th last thing is the easy to use um factor .,Marketing,31
7,"Um , fancy look and feel goes far beyond the functionality of the thing , but I suppose that is included in in the ease of use .",Marketing,31
7,"Um , our fashion-watchers in Milan and Paris have decided , well noticed , that f the fruit and vegetable theme is the {vocalsound} is the current trend",Marketing,31
7,{vocalsound},Project Manager,32
7,{vocalsound} {vocalsound},User Interface,33
7,{vocalsound},Project Manager,34
7,{vocalsound},Industrial Designer,35
7,"and and therefore um we need to go for that if we want , you know , wh whatever our motto is .",Marketing,36
7,Um .,Marketing,36
7,"For fashion , we go for fashion .",Marketing,36
7,Mm .,Project Manager,37
7,The fashion in electronics .,Marketing,38
7,"So we want to put the fashion electronics , we need to go fruit and vegetables .",Marketing,38
7,"And also go for a spongy feel , so the the question of our technology whate is Industrial Designer .",Marketing,38
7,"As to the material should be limited to {disfmarker} I don't know how spongy it can be , should discuss this together , I don't know how spongy can be achieved but apparently that's the way to go .",Marketing,38
7,Um .,Marketing,38
7,"I I have been thinking about this fruit and vegetable thing and I prefer fruits to vegetables ,",Marketing,38
7,{vocalsound},Industrial Designer,39
7,but that's just a personal opinion .,Marketing,40
7,{vocalsound},User Interface,41
7,I think,Marketing,42
7,{vocalsound},Project Manager,43
7,I think people like to have a fruit instead of a vegetables in their sitting room .,Marketing,44
7,{vocalsound},Industrial Designer,45
7,"{vocalsound} Uh those are just suggestions and also we need to decide whether this should be printed , so that still has to do with the material discuss should we print the fruit stuff , or should the actual remote look like a fruit ?",Marketing,46
7,{vocalsound},Project Manager,47
7,{vocalsound},Industrial Designer,48
7,"Um , and finally again with the spongy .",Marketing,49
7,It has to be technologically innovative so maybe again our Industrial Designer should look into that or find {disfmarker} come up with a solution that's better than mine .,Marketing,49
7,"Um , yeah , to summarise these are the points that need to be um , touched in order to get a good decision , and hopefully our User Interface has more to say about the matter .",Marketing,49
7,Mm-hmm .,User Interface,50
7,Thank you for your attention .,Marketing,51
7,So .,User Interface,52
7,"I think it's the next {disfmarker} it's the blue one , yeah .",Project Manager,53
7,"Oh , uh , there we go .",User Interface,54
7,{vocalsound} Uh .,User Interface,54
7,Okay .,User Interface,54
7,Um .,User Interface,54
7,Well so that fruit and vegetables thing huh .,User Interface,54
7,{vocalsound},Project Manager,55
7,{vocalsound},Marketing,56
7,{vocalsound},Industrial Designer,57
7,{vocalsound} I actually wasn't aware of the {vocalsound} new trends in electronics,User Interface,58
7,{vocalsound},Project Manager,59
7,{vocalsound},Industrial Designer,60
7,and and uh {disfmarker} {vocalsound} {vocalsound},User Interface,61
7,Neither was I .,Marketing,62
7,"Well it's a trend in fashion , in clothing and um {vocalsound} fabrics .",Marketing,62
7,{vocalsound},Marketing,62
7,Yeah but you're not gonna wear your remote control .,Project Manager,63
7,{vocalsound},Project Manager,63
7,{vocalsound},Industrial Designer,64
7,"So so okay , let me get this right .",User Interface,65
7,"Okay , uh {disfmarker} Okay , alright anyway .",User Interface,65
7,Um {vocalsound} here we go .,User Interface,65
7,Conceptual User Interface .,User Interface,65
7,"Trying {disfmarker} we're gonna try to talk about , um {vocalsound} what kind of uh {disfmarker} how people are actually going to be using this iPod-ish remote control , based on fruit vegetable design .",User Interface,65
7,{vocalsound},Project Manager,66
7,"And , um , basically , so , this is a touched ba a touch-based graphical interface system .",User Interface,67
7,"{vocalsound} Uh , so people are going to be looking at this little screen .",User Interface,67
7,"Um , kind of {disfmarker} I mean I assume , are we still on the screen idea ?",User Interface,67
7,Oh we s hadn't discussed it last time .,Project Manager,68
7,'Cause if we're gonna have to ha if we have this {disfmarker} it just seems like in order to have someone going around and using the um {vocalsound} the wheel,User Interface,69
7,You need a screen for it ?,Project Manager,70
7,you {disfmarker} it seems like you would need a screen .,User Interface,71
